area	text
T	他们拥有少女式的童话幻梦
M	高能为此每年投入三四十万元开展市场调查
M	自从德国统一问题提上议事日程以来
T	在获知陈义信与中日队解约之后
M	自民党的政治改革日程等等
T	帮老师倒痰盂等事情都是自然流露
M	兴奋的专程跑到县城照了相
T	将这项展览延至十一月
T	三重张老师劳工青年辅导专线如绩效良好
M	邻近九米九的下马台
M	把他送入监狱的是一张支票
M	美国对伊拉克一直采取咄咄逼人的强硬立场
T	对这些问题的了解都有助益于对病人愈后的评估
M	这导致东西方长期处于冷战状态
T	第一季的春节年假甚长
M	如不很好加以解决
T	绝不让六轻重回宜兰利泽
M	随后古巴即中止了自安哥拉撤军的进程
T	企业消极精简员额时要注意人力资源基盘
T	更是来院访问开会的国内外学人必到之处
T	四闽南歌谣传说谚语之搜集整理研究或创作
M	强调依靠工人阶级尊重工人的主人翁地位
M	灾害事故频仍之谓也
T	工研院为配合国家资讯通讯基础建设ＮＩＩ政策
M	１９９６年是现代奥运会１００周年纪念
T	雕刻之森将负担一切保险包装运输及招待艺术家的事项
M	海湾战争为日本的对外政策带来了一些新问题
M	回答一般和较差的分别为２２家和１８家
M	把７．６８８亩土地两个合同的数字略有出入出租给黎某使用
M	阐述了北约的一致立场
M	当我问及他关于信仰问题时
T	希望公害小组成员尽速处理
T	向海珊挥正义之师时
T	究竟是会等大盘回档抑是再去追高
M	已于去年１２月１５日提出一份基本要点文件》
M	到了晚上则扯起嘶哑的喉咙吼上一段南腔北调
T	台中市南屯区三厝东一巷一之八号安康实业公司贩售私药蛇粉
M	都要与此相适应
T	分别领导各运动协会提倡推展活动
M	将耗费近千亿美元重建经济和整顿军备
T	他们非常期待台湾现状能维持下去
T	大学生当然有权对校长人选表示看法
M	咱们合张影好吗
M	也是推动改革以进一步发展让会生产力的需要
T	国内废纸也可以制成品质很好的再生纸
M	我局的油水井时率和生产利用率泵效检泵周期等均离总公司要求和兄弟油田相距较大
T	笔者采用两千万这个数字
M	他在惊慌中残忍地打昏了女孩儿
T	北市吸安的少年人数便呈持续上升的态势
T	盗采砂石的情况极为猖獗
T	尤其属于现任职等最高级职鹄候调升者
T	认为我一定是疯了才会一次买这么多书
M	说完就便消失在茫茫暮色里
M	轻工部已打算专门举办一个假冒伪劣鞋的展览会
T	目前上雪山已有登山步道
T	在奖励上也由各队自行订定
M	美国驻军与南朝鲜人经常发生冲突
M	共产党领导的公有制企业究竟干不干得过资本家领导的私有制企业
M	他都不止一次地检查核准
M	舍孔雀而取凤尾
T	适之先生就坐在这个沙发上沈重的接受访问
T	若发生在我国该如何处置
M	也需要有个好的领导作风
M	谁敢说这位蒙古族老党员６７岁了
M	纷纷向北京有关部门领导告状
M	可你硬是不让任何人换一换
T	就不会认真做研究了
T	见到门外急驰的汽车
T	法国罗浮宫带著七十一件风景画作来献寿
T	整个地宫是石及砖的结构
M	长虹厂领导经过再三权衡风险
M	王宏成在山里各庄乡推广了７００亩水稻早育稀植技术
T	由国立成功大学都市计划研究所规划完成
T	当递物给人时
M	认定国内彩电仍是卖方市场
T	经过去年废纸回收业者发动废纸停收运动以后
M	仍不见唐启文的踪影
M	为彻底废除种族主义制度展开新的斗争
M	在商品经济已占很大比重的今天
M	解铃还须系铃人
T	蔡生丰才顺利成为三商虎队的一员
M	在入监队学习期间
T	每天都有数万农民在饥饿中死去
T	刚开始为了确定每一针所打下的位置
T	成功的训练计划确实能够反映现实的工作情况
M	多国部队不会立即大规模撤军
T	我国职业新秀叶彰廷与青年好手谢锦升二人具有难得的参赛资格
T	而原先准备赠给球迷的三万多元
M	学雷锋是应该学的
T	会对飞机驾驶提出机翼结冰及风剪力预警
M	台湾中国时报主笔朱先生曾对记者说
T	其余各组第一名者有四十四公斤级彰化县许艳评
M	准备去宋各庄讲课的王宏成在大路上一露面
M	有位不愿透露姓名的男子说
M	他们一人推车一人灌水
M	职工们就厂里的产品质量后勤管理等问题提了４４条合理化建议
M	利用节假日和周日举办儿童影片专场映出
M	苏联开始承认两国存在二次大战遗留下来的问题
T	这些原因均导致不少无尾熊的死亡
T	其实并不是什么了不起的事
T	以善尽企业回馈社会的责任
M	那里面有使家庭主妇喜上眉梢的防溢锅
M	怎么光结桃不长叶
T	首冠词处理等四项议题热烈讨论
M	针插在心脏里约３０分钟
M	指示一定要把西延线铁路尽快建成
T	而且对于现况的描述多于规划
T	另一家大型租车公司艾维士也早改采各分公司自立门户的独立作业
M	也正是让你醉里不知身是客
T	也证明艺术的美是不受地域的限制
M	但在１０天后进行的第二次手术成功了
M	唱主角的多是外地企业
T	一位大象叔叔看到了他们
T	台湾人能摆脱中国人希望多生儿女的观念
M	这一反差强烈的现象确实耐人寻味
T	他们必须是学校专任教职员工或在学学生
T	可是现在的地球国王又说
M	第十届市运会召开组委会后
T	把王室的收藏变成公共财产
M	顾客不仅对产品本身有要求
T	水公司以三部水车加强供应用户用水
T	今年第四届除邀请欧洲巡回赛一百名好手外
T	一枝独秀的北部区域所得指数
M	不失为一部成功的法律著作
M	一般能比国内同行早半年到一年
M	多年来形成的住房靠公家的传统观念已深深扎根在人们的头脑中
T	检查及监督考核等有关业务
M	他们在巡堤时认为
M	仅靠行政手段来无偿分配
M	促进经济向集约化方向发展
M	恒生指数创下了去年六月四日以来的最高峰
T	该陵寝是中共首次大规模挖掘之皇陵
M	结果第一天就订了６０万的生意
T	一位网路观察者表示
T	在金星上西侧的达利地区
T	目前任何不吉的预测
M	我们强调加强和改善党的领导
T	现在反倒觉得巴黎不够乱
T	因老板一时借不到钱未交付
T	甚至有人曾形容他看起来像土匪
T	不在故宫的典藏范围之内
M	而另一方面却有近半数石油储量至今没有落实
T	我母亲就春天纺棉
T	因此主政者的配合意愿
M	便请工作人员到会场去把在场的人员按单位姓名逐一进行了登记
T	比公推的中华民族始祖黄帝
T	为提升研究与教学品质
M	连中国人自己也惊异
T	吴爷爷从小就对音乐感兴趣
M	你现在在学术上已经超过了我
T	不是擅于公司间跳槽迁移的专业经理人短期内所能把握
M	当市领导在北郊区招待所会议室听取市农委和北郊区政府关于外环线绿化带建设汇报时
M	却常常比阔气比排场
T	曾以一比三落后
T	且新设工厂也较去年同期减少百分之二十一点二
T	他们拟邀请陶晓清和现在兴起的刺客团体的贝斯手袁兴玮
M	朱永明副市长没有客套话
M	在群众最危难的时刻
M	销售收入由０．７１５亿元增加到１１．５１亿元
T	希望亚洲人也能成为昂立国际的一等民族
T	可能也必须要问一个比较严肃的话题
T	千万不要挑软柿子吃
T	与同学相处的情况很好
M	记者进入埃米尔儿子住的３层楼别墅观察
T	都认为该股后市有得瞧
M	不然就要停工待料了
M	华远电脑科技农市特写
M	要把依靠监测同面向管理看作统一的不可分割的整体
M	超过正常储备将近１倍
M	我们人人都有责任去珍惜它维护它
M	这是他任职４年来连续４次获此殊荣
T	必然是先由治转乱
T	所以才想办学生作品观摩展来促进各校美术系间的交流
T	十一月份成本降低为每桶三十点八七美元
M	可以产生巨大的规模效益
T	沈孟生与台视的合约将于今年三月到期
T	以固体还原法精制而成
T	十点是他们固定的表演时间
T	黄国章驾大黑貂轿车返抵店门下车
M	这也是法规的悲哀
M	中苏两国建立在和平共处五项原则基础上的睦邻友好关系和平等互利的合作
M	昂首阔步杀入国际商品市场
T	他们并在校内的民主广场中设立一面民主墙
T	我们不难想像齐白石是在一个多么洋溢著实在生产活动的环境中渡过了他的童年
T	但因目前水库存量仅剩约一百廿万立方公尺水量
T	随即开展的是法国敦克尔克现代艺术馆的人间运动二系列大展
T	一口气将整个投机行情做完
M	强化治理产业结构失衡的矛盾
M	三部操作台同时有节奏地响了起来
T	而且有更多的自主性和弹性
T	第二局的情况却完全相反
T	这部机器也可用于军事用途
M	竟相当于攀登了２０多座珠穆朗玛峰
T	同学置于柜中的物品也容易遭窃
T	唐宁昨日是自日本东京来台
T	如台电自来水液化石油气医疗事业等
M	而且我与劳动人民中最先进的分子连夜一起了
M	对世界许多国家的人权状况横加指责
T	活动中心餐厅都还有许多改善的余地
T	忍不住直问立为好不好
M	渤油石油公司年年为分房花费不少的人力物力
M	全国人大常委会正式通过并颁布广东省经济特区条例
M	朝阳体育馆离这儿有多少公里
M	靠的不是那些精英
M	深圳始终保持着不可替代的独特优势
T	许多硕士班的研究生透过教授或同学介绍到百城堂找林汉章
T	为了顾及民国以来的艺术发展
T	并称德国统一是协助建立新欧洲秩序的重要贡献
T	并不一味的在追求穷奢极欲
M	对北东部地区泰米尔武装分裂分子的活动
M	两处茫茫皆不见
M	湖南省茶叶水果生产向高质量多品种方向发展
M	指点正在崛起的浦东新区
M	干那些小批量名品种的产品难上加难
M	只有尽快通过一项正式停火协议
M	然后对大会工作人员说
T	却有此经费做无实质意义的美化工程
T	从而达到了一种非常冷峻暗香的境界
T	教育部体育司在一项校园运动联赛会议
M	长期以来实行的以统包统分为特征的住房制度
T	曾四度荣获国科会颁发杰出成就奖
T	去年打过韩国罗德巨人职棒队
T	这样虽然会对某部分学生造成压力
T	而是冷热温差调适欠佳
M	每年因空气污染而患急性呼吸道感染竟夺走了３０００多万儿童的生命
T	据说爱整洁的适之先生
M	只见两台拖拉机在田间奔驰着
T	以及价格的优势约为日本的三分之二
M	而不是在几个月内撤出
M	圆满完成今年的国民经济和社会发展计划
T	不但捧红了茱蒂黛薇丝和山姆尼尔
M	企业富余的人力物力需要在确保油气生产的前提下进行多元开发
M	就要在这条道上的６号别墅旁边举行
T	曾以五比四领先
T	再配合中央投资公司大幅申报转让所透露的政府偏空的态度双重打击下
M	保持政府工作人员的清政廉洁
T	同时起出安非他命八瓶与锡箔纸等吸食工具
